SPECIES,SECTION,LOGHEIGHT,TRANSECT,TREE,TUBEX,YEAR,AGE,HEIGHT,STATUS,ID
13,2,1.686398954,7,167,0,2010,20,5.4,1,188
13,2,1.30833282,7,167,0,2006,16,3.7,1,188
13,2,1.098612289,7,167,0,2002,12,3,1,188
13,2,0.587786665,7,167,0,1999,9,1.8,1,188
13,2,0.223143551,7,167,0,1997,7,1.25,1,188
13,2,-0.33128571,7,167,0,1995,5,0.718,1,188
13,2,-0.669430654,7,167,0,1993,3,0.512,1,188
13,2,-1.03563749,7,167,0,1992,2,0.355,1,188
13,2,-1.171182982,7,167,0,1990,0,0.31,1,188
13,2,-1.966112856,7,167,0,1991,1,0.14,1,188
13,2,1.871802177,7,168,0,2010,20,6.5,1,189
13,2,1.30833282,7,168,0,2006,16,3.7,1,189
13,2,1.011600912,7,168,0,2002,12,2.75,1,189
13,2,0.231111721,7,168,0,1999,9,1.26,1,189
13,2,-0.072570693,7,168,0,1997,7,0.93,1,189
13,2,-0.238257189,7,168,0,1995,5,0.788,1,189
13,2,-1.03563749,7,168,0,1993,3,0.355,1,189
13,2,-1.255266099,7,168,0,1990,0,0.285,1,189
13,2,-1.48722028,7,168,0,1992,2,0.226,1,189
13,2,-1.532476871,7,168,0,1991,1,0.216,1,189
13,2,2.151762203,7,169,0,2010,20,8.6,1,190
13,2,1.757857918,7,169,0,2006,16,5.8,1,190
13,2,1.589235205,7,169,0,2002,12,4.9,1,190
13,2,1.386294361,7,169,0,1999,9,4,1,190
13,2,1.011600912,7,169,0,1997,7,2.75,1,190
13,2,0.507419831,7,169,0,1995,5,1.661,1,190
13,2,-0.186329578,7,169,0,1993,3,0.83,1,190
13,2,-0.794073099,7,169,0,1992,2,0.452,1,190
13,2,-1.370421012,7,169,0,1991,1,0.254,1,190
13,2,-1.427116356,7,169,0,1990,0,0.24,1,190
13,2,1.960094784,7,170,0,2010,20,7.1,1,191
13,2,1.648658626,7,170,0,2006,16,5.2,1,191
13,2,1.335001067,7,170,0,2002,12,3.8,1,191
13,2,0.896088025,7,170,0,1999,9,2.45,1,191
13,2,0.732367894,7,170,0,1997,7,2.08,1,191
13,2,0.609765572,7,170,0,1995,5,1.84,1,191
13,2,-0.541284831,7,170,0,1993,3,0.582,1,191
13,2,-1.072944542,7,170,0,1992,2,0.342,1,191
13,2,-1.514127733,7,170,0,1991,1,0.22,1,191
13,2,-1.560647748,7,170,0,1990,0,0.21,1,191
13,2,1.85629799,7,171,0,2010,20,6.4,1,192
13,2,1.526056303,7,171,0,2006,16,4.6,1,192
13,2,1.335001067,7,171,0,2002,12,3.8,1,192
13,2,0.765467842,7,171,0,1999,9,2.15,1,192
13,2,0.542324291,7,171,0,1997,7,1.72,1,192
13,2,0.023716527,7,171,0,1995,5,1.024,1,192
13,2,-1.030019497,7,171,0,1993,3,0.357,1,192
13,2,-1.406497068,7,171,0,1992,2,0.245,1,192
13,2,-1.570217199,7,171,0,1991,1,0.208,1,192
13,2,-1.660731207,7,171,0,1990,0,0.19,1,192
13,2,1.987874348,7,172,0,2010,20,7.3,1,193
13,2,1.435084525,7,172,0,2006,16,4.2,1,193
13,2,1.294727168,7,172,0,2002,12,3.65,1,193
13,2,0.792992516,7,172,0,1999,9,2.21,1,193
13,2,0.593326845,7,172,0,1997,7,1.81,1,193
13,2,0.022739487,7,172,0,1995,5,1.023,1,193
13,2,-0.862749965,7,172,0,1991,1,0.422,1,193
13,2,-0.901402119,7,172,0,1993,3,0.406,1,193
13,2,-0.94160854,7,172,0,1992,2,0.39,1,193
13,2,-1.171182982,7,172,0,1990,0,0.31,1,193
13,2,1.648658626,7,173,0,2010,20,5.2,1,194
13,2,1.223775432,7,173,0,2006,16,3.4,1,194
13,2,1.047318994,7,173,0,2002,12,2.85,1,194
13,2,0.542324291,7,173,0,1999,9,1.72,1,194
13,2,-0.174353387,7,173,0,1997,7,0.84,1,194
13,2,-0.655851396,7,173,0,1995,5,0.519,1,194
13,2,-0.986176859,7,173,0,1993,3,0.373,1,194
13,2,-1.161552088,7,173,0,1992,2,0.313,1,194
13,2,-1.203972804,7,173,0,1990,0,0.3,1,194
13,2,-1.456716825,7,173,0,1991,1,0.233,1,194
13,2,1.609437912,7,174,0,2010,20,5,1,195
13,2,1.193922468,7,174,0,2006,16,3.3,1,195
13,2,1.064710737,7,174,0,2002,12,2.9,1,195
13,2,0.693147181,7,174,0,1999,9,2,1,195
13,2,0.457424847,7,174,0,1997,7,1.58,1,195
13,2,-0.470003629,7,174,0,1995,5,0.625,1,195
13,2,-0.980829253,7,174,0,1990,0,0.375,1,195
13,2,-1.087672349,7,174,0,1993,3,0.337,1,195
13,2,-1.30933332,7,174,0,1992,2,0.27,1,195
13,2,-1.394326533,7,174,0,1991,1,0.248,1,195
13,2,1.791759469,7,175,0,2010,20,6,1,196
13,2,1.568615918,7,175,0,2006,16,4.8,1,196
13,2,1.223775432,7,175,0,2002,12,3.4,1,196
13,2,0.737164066,7,175,0,1999,9,2.09,1,196
13,2,-0.877070019,7,175,0,1993,3,0.416,1,196
13,2,-1.02443289,7,175,0,1992,2,0.359,1,196
13,2,-1.090644119,7,175,0,1991,1,0.336,1,196
13,2,-1.46967597,7,175,0,1990,0,0.23,1,196
13,2,1.609437912,7,176,0,2010,20,5,1,197
13,2,1.280933845,7,176,0,2006,16,3.6,1,197
13,2,0.936093359,7,176,0,2002,12,2.55,1,197
13,2,0.405465108,7,176,0,1999,9,1.5,1,197
13,2,-0.371063681,7,176,0,1997,7,0.69,1,197
13,2,-0.78745786,7,176,0,1991,1,0.455,1,197
13,2,-0.802962047,7,176,0,1993,3,0.448,1,197
13,2,-0.839329691,7,176,0,1995,5,0.432,1,197
13,2,-0.946749939,7,176,0,1992,2,0.388,1,197
13,2,-0.994252273,7,176,0,1990,0,0.37,1,197
13,2,1.85629799,7,177,0,2010,20,6.4,1,198
13,2,1.30833282,7,177,0,2006,16,3.7,1,198
13,2,1.029619417,7,177,0,2002,12,2.8,1,198
13,2,0.647103242,7,177,0,1999,9,1.91,1,198
13,2,0.223143551,7,177,0,1997,7,1.25,1,198
13,2,-0.118783536,7,177,0,1995,5,0.888,1,198
13,2,-0.906340401,7,177,0,1993,3,0.404,1,198
13,2,-1.386294361,7,177,0,1990,0,0.25,1,198
13,2,-1.864330162,7,177,0,1992,2,0.155,1,198
13,2,-2.525728644,7,177,0,1991,1,0.08,1,198
13,2,1.757857918,7,178,0,2010,20,5.8,1,199
13,2,1.335001067,7,178,0,2006,16,3.8,1,199
13,2,1.08180517,7,178,0,2002,12,2.95,1,199
13,2,0.593326845,7,178,0,1999,9,1.81,1,199
13,2,0.285178942,7,178,0,1997,7,1.33,1,199
13,2,0.12751332,7,178,0,1995,5,1.136,1,199
13,2,-0.657780037,7,178,0,1993,3,0.518,1,199
13,2,-1.190727578,7,178,0,1992,2,0.304,1,199
13,2,-1.316768298,7,178,0,1991,1,0.268,1,199
13,2,-1.897119985,7,178,0,1990,0,0.15,1,199
13,2,1.704748092,7,179,0,2010,20,5.5,1,200
13,2,1.504077397,7,179,0,2006,16,4.5,1,200
13,2,1.16315081,7,179,0,2002,12,3.2,1,200
13,2,0.641853886,7,179,0,1999,9,1.9,1,200
13,2,0.173953307,7,179,0,1997,7,1.19,1,200
13,2,-0.223143551,7,179,0,1995,5,0.8,1,200
13,2,-0.967584026,7,179,0,1993,3,0.38,1,200
13,2,-1.096614286,7,179,0,1992,2,0.334,1,200
13,2,-1.742969305,7,179,0,1990,0,0.175,1,200
13,2,-1.771956842,7,179,0,1991,1,0.17,1,200
13,2,1.410986974,7,180,0,2010,20,4.1,1,201
13,2,1.280933845,7,180,0,2006,16,3.6,1,201
13,2,0.97455964,7,180,0,2002,12,2.65,1,201
13,2,0.405465108,7,180,0,1999,9,1.5,1,201
13,2,-0.385662481,7,180,0,1997,7,0.68,1,201
13,2,-0.551647618,7,180,0,1995,5,0.576,1,201
13,2,-0.767870727,7,180,0,1993,3,0.464,1,201
13,2,-0.913793852,7,180,0,1992,2,0.401,1,201
13,2,-0.980829253,7,180,0,1991,1,0.375,1,201
13,2,-1.123930097,7,180,0,1990,0,0.325,1,201
13,2,2.00148,7,181,0,2010,20,7.4,1,202
13,2,1.667706821,7,181,0,2006,16,5.3,1,202
13,2,1.238374231,7,181,0,2002,12,3.45,1,202
13,2,0.850150929,7,181,0,1999,9,2.34,1,202
13,2,0.598836501,7,181,0,1997,7,1.82,1,202
13,2,0.165514438,7,181,0,1995,5,1.18,1,202
13,2,-0.115410852,7,181,0,1993,3,0.891,1,202
13,2,-0.785262469,7,181,0,1992,2,0.456,1,202
13,2,-1.093624747,7,181,0,1991,1,0.335,1,202
13,2,-1.46967597,7,181,0,1990,0,0.23,1,202
13,2,1.774952351,7,182,0,2010,20,5.9,1,203
13,2,1.589235205,7,182,0,2006,16,4.9,1,203
13,2,1.280933845,7,182,0,2002,12,3.6,1,203
13,2,0.741937345,7,182,0,1999,9,2.1,1,203
13,2,0.412109651,7,182,0,1997,7,1.51,1,203
13,2,-0.45413028,7,182,0,1995,5,0.635,1,203
13,2,-0.642454066,7,182,0,1993,3,0.526,1,203
13,2,-1.335601247,7,182,0,1992,2,0.263,1,203
13,2,-1.514127733,7,182,0,1990,0,0.22,1,203
13,2,-2.103734234,7,182,0,1991,1,0.122,1,203
13,2,0.693147181,7,183,0,2010,20,2,1,204
13,2,0.641853886,7,183,0,2006,16,1.9,1,204
13,2,0.336472237,7,183,0,2002,12,1.4,1,204
13,2,0,7,183,0,1999,9,1,1,204
13,2,-1.090644119,7,183,0,1995,5,0.336,1,204
13,2,-1.832581464,7,183,0,1990,0,0.16,1,204
13,2,-1.832581464,7,183,0,1992,2,0.16,1,204
13,2,2.066862759,7,184,0,2010,20,7.9,1,205
13,2,1.902107526,7,184,0,2006,16,6.7,1,205
13,2,1.609437912,7,184,0,2002,12,5,1,205
13,2,1.229640551,7,184,0,1999,9,3.42,1,205
13,2,1.029619417,7,184,0,1997,7,2.8,1,205
13,2,0.381855242,7,184,0,1995,5,1.465,1,205
13,2,-0.328504067,7,184,0,1993,3,0.72,1,205
13,2,-0.733969175,7,184,0,1992,2,0.48,1,205
13,2,-1.46967597,7,184,0,1991,1,0.23,1,205
13,2,-1.560647748,7,184,0,1990,0,0.21,1,205
13,2,2.054123734,7,186,0,2010,20,7.8,1,207
13,2,1.722766598,7,186,0,2006,16,5.6,1,207
13,2,1.458615023,7,186,0,2002,12,4.3,1,207
13,2,1.064710737,7,186,0,1999,9,2.9,1,207
13,2,0.275356423,7,186,0,1995,5,1.317,1,207
13,2,-0.256183405,7,186,0,1993,3,0.774,1,207
13,2,-0.532730459,7,186,0,1992,2,0.587,1,207
13,2,-0.827822084,7,186,0,1991,1,0.437,1,207
13,2,-1.108662625,7,186,0,1990,0,0.33,1,207
13,2,2.014903021,7,192,0,2010,20,7.5,1,213
13,2,1.609437912,7,192,0,2006,16,5,1,213
13,2,1.147402453,7,192,0,2002,12,3.15,1,213
13,2,0.641853886,7,192,0,1999,9,1.9,1,213
13,2,0.593326845,7,192,0,1997,7,1.81,1,213
13,2,-0.035627178,7,192,0,1995,5,0.965,1,213
13,2,-0.723606388,7,192,0,1993,3,0.485,1,213
13,2,-0.767870727,7,192,0,1992,2,0.464,1,213
13,2,-0.858021824,7,192,0,1991,1,0.424,1,213
13,2,-1.386294361,7,192,0,1990,0,0.25,1,213
13,2,1.252762968,7,193,0,2010,20,3.5,1,214
13,2,0.916290732,7,193,0,2006,16,2.5,1,214
13,2,0.438254931,7,193,0,2002,12,1.55,1,214
13,2,-0.328504067,7,193,0,1999,9,0.72,1,214
13,2,-0.867500568,7,193,0,1997,7,0.42,1,214
13,2,-0.933945667,7,193,0,1993,3,0.393,1,214
13,2,-1.15518264,7,193,0,1995,5,0.315,1,214
13,2,-1.255266099,7,193,0,1990,0,0.285,1,214
13,2,-1.320506621,7,193,0,1991,1,0.267,1,214
13,2,-1.551169004,7,193,0,1992,2,0.212,1,214
13,2,1.902107526,7,194,0,2010,20,6.7,1,215
13,2,1.648658626,7,194,0,2006,16,5.2,1,215
13,2,1.252762968,7,194,0,2002,12,3.5,1,215
13,2,0.850150929,7,194,0,1999,9,2.34,1,215
13,2,0.625938431,7,194,0,1997,7,1.87,1,215
13,2,0.041141943,7,194,0,1995,5,1.042,1,215
13,2,-0.2269006,7,194,0,1993,3,0.797,1,215
13,2,-0.388607991,7,194,0,1992,2,0.678,1,215
13,2,-0.491022996,7,194,0,1991,1,0.612,1,215
13,2,-0.693147181,7,194,0,1990,0,0.5,1,215
13,2,1.974081026,7,196,0,2010,20,7.2,1,217
13,2,1.589235205,7,196,0,2006,16,4.9,1,217
13,2,1.208960346,7,196,0,2002,12,3.35,1,217
13,2,0.760805829,7,196,0,1999,9,2.14,1,217
13,2,-0.400477567,7,196,0,1995,5,0.67,1,217
13,2,-0.774357236,7,196,0,1993,3,0.461,1,217
13,2,-1.064210862,7,196,0,1990,0,0.345,1,217
13,2,-1.265848208,7,196,0,1992,2,0.282,1,217
13,2,2.054123734,7,197,0,2010,20,7.8,1,218
13,2,1.589235205,7,197,0,2006,16,4.9,1,218
13,2,1.147402453,7,197,0,2002,12,3.15,1,218
13,2,0.717839793,7,197,0,1999,9,2.05,1,218
13,2,0.086177696,7,197,0,1997,7,1.09,1,218
13,2,-0.277071893,7,197,0,1995,5,0.758,1,218
13,2,-0.423120043,7,197,0,1993,3,0.655,1,218
13,2,-0.765717873,7,197,0,1991,1,0.465,1,218
13,2,-0.94160854,7,197,0,1990,0,0.39,1,218
13,2,-1.248273063,7,197,0,1992,2,0.287,1,218
13,2,1.686398954,9,199,0,2010,20,5.4,1,220
13,2,1.131402111,9,199,0,2006,16,3.1,1,220
13,2,0.810930216,9,199,0,2002,12,2.25,1,220
13,2,0.09531018,9,199,0,1999,9,1.1,1,220
13,2,-0.579818495,9,199,0,1995,5,0.56,1,220
13,2,-1.301953213,9,199,0,1993,3,0.272,1,220
13,2,-1.406497068,9,199,0,1990,0,0.245,1,220
13,2,-1.5847453,9,199,0,1992,2,0.205,1,220
13,2,-1.703748592,9,199,0,1991,1,0.182,1,220
13,2,0.357674444,9,200,0,1997,7,1.43,1,221
13,2,0.274596833,9,200,0,1995,5,1.316,1,221
13,2,-0.138113302,9,200,0,1993,3,0.871,1,221
13,2,-0.621757184,9,200,0,1992,2,0.537,1,221
13,2,-0.809680997,9,200,0,1991,1,0.445,1,221
13,2,-1.328025453,9,200,0,1990,0,0.265,1,221
13,2,1.840549633,9,201,0,2010,20,6.3,1,222
13,2,1.547562509,9,201,0,2006,16,4.7,1,222
13,2,1.398716881,9,201,0,2002,12,4.05,1,222
13,2,0.662687973,9,201,0,1999,9,1.94,1,222
13,2,0.31481074,9,201,0,1997,7,1.37,1,222
13,2,-0.121038328,9,201,0,1995,5,0.886,1,222
13,2,-0.84397007,9,201,0,1993,3,0.43,1,222
13,2,-0.994252273,9,201,0,1992,2,0.37,1,222
13,2,-1.021651248,9,201,0,1990,0,0.36,1,222
13,2,-1.184170177,9,201,0,1991,1,0.306,1,222
13,2,1.987874348,9,202,0,2010,20,7.3,1,223
13,2,1.757857918,9,202,0,2006,16,5.8,1,223
13,2,1.578978705,9,202,0,2002,12,4.85,1,223
13,2,1.08180517,9,202,0,1999,9,2.95,1,223
13,2,0.936093359,9,202,0,1997,7,2.55,1,223
13,2,0.472500509,9,202,0,1995,5,1.604,1,223
13,2,-0.048140375,9,202,0,1993,3,0.953,1,223
13,2,-0.954511945,9,202,0,1992,2,0.385,1,223
13,2,-1.422958345,9,202,0,1991,1,0.241,1,223
13,2,-1.46967597,9,202,0,1990,0,0.23,1,223
13,2,1.757857918,9,203,0,2010,20,5.8,1,224
13,2,1.481604541,9,203,0,2006,16,4.4,1,224
13,2,1.252762968,9,203,0,2002,12,3.5,1,224
13,2,0.451075619,9,203,0,1999,9,1.57,1,224
13,2,0.165514438,9,203,0,1997,7,1.18,1,224
13,2,-0.967584026,9,203,0,1990,0,0.38,1,224
13,2,-1.720369473,9,203,0,1992,2,0.179,1,224
13,2,-1.910543005,9,203,0,1991,1,0.148,1,224
13,2,1.945910149,9,206,0,2010,20,7,1,227
13,2,1.722766598,9,206,0,2006,16,5.6,1,227
13,2,1.335001067,9,206,0,2002,12,3.8,1,227
13,2,1.131402111,9,206,0,1999,9,3.1,1,227
13,2,0.828551818,9,206,0,1997,7,2.29,1,227
13,2,0.117783036,9,206,0,1995,5,1.125,1,227
13,2,-0.321583624,9,206,0,1993,3,0.725,1,227
13,2,-0.825536369,9,206,0,1991,1,0.438,1,227
13,2,-1.021651248,9,206,0,1990,0,0.36,1,227
13,2,-1.194022473,9,206,0,1992,2,0.303,1,227
13,2,2.079441542,9,207,0,2010,20,8,1,228
13,2,1.757857918,9,207,0,2006,16,5.8,1,228
13,2,1.578978705,9,207,0,2002,12,4.85,1,228
13,2,1.280933845,9,207,0,1999,9,3.6,1,228
13,2,0.955511445,9,207,0,1997,7,2.6,1,228
13,2,0.384581897,9,207,0,1995,5,1.469,1,228
13,2,-0.260066905,9,207,0,1993,3,0.771,1,228
13,2,-0.612489278,9,207,0,1992,2,0.542,1,228
13,2,-0.903868212,9,207,0,1991,1,0.405,1,228
13,2,-1.108662625,9,207,0,1990,0,0.33,1,228
13,2,1.931521412,9,208,0,2010,20,6.9,1,229
13,2,1.481604541,9,208,0,2002,12,4.4,1,229
13,2,1.458615023,9,208,0,2006,16,4.3,1,229
13,2,1.098612289,9,208,0,1999,9,3,1,229
13,2,0.806475866,9,208,0,1997,7,2.24,1,229
13,2,0.470003629,9,208,0,1995,5,1.6,1,229
13,2,-0.46203546,9,208,0,1993,3,0.63,1,229
13,2,-0.655851396,9,208,0,1992,2,0.519,1,229
13,2,-0.772190388,9,208,0,1991,1,0.462,1,229
13,2,-1.049822124,9,208,0,1990,0,0.35,1,229
13,2,1.840549633,9,209,0,2010,20,6.3,1,230
13,2,1.458615023,9,209,0,2006,16,4.3,1,230
13,2,0.936093359,9,209,0,2002,12,2.55,1,230
13,2,0.231111721,9,209,0,1999,9,1.26,1,230
13,2,-0.030459207,9,209,0,1997,7,0.97,1,230
13,2,-0.270497248,9,209,0,1995,5,0.763,1,230
13,2,-1.171182982,9,209,0,1990,0,0.31,1,230
13,2,-1.5847453,9,209,0,1991,1,0.205,1,230
13,2,-1.951928221,9,209,0,1992,2,0.142,1,230
13,2,1.667706821,11,210,0,2010,20,5.3,1,231
13,2,1.386294361,11,210,0,2006,16,4,1,231
13,2,1.064710737,11,210,0,1999,9,2.9,1,231
13,2,0.936093359,11,210,0,2002,12,2.55,1,231
13,2,0.131028262,11,210,0,1997,7,1.14,1,231
13,2,-0.336872317,11,210,0,1995,5,0.714,1,231
13,2,-1.171182982,11,210,0,1990,0,0.31,1,231
13,2,-1.560647748,11,210,0,1993,3,0.21,1,231
13,2,-1.650259907,11,210,0,1992,2,0.192,1,231
13,2,-3.912023005,11,210,0,1991,1,0.02,1,231
13,2,1.824549292,11,212,0,2010,20,6.2,1,233
13,2,1.704748092,11,212,0,2006,16,5.5,1,233
13,2,1.047318994,11,212,0,2002,12,2.85,1,233
13,2,0.693147181,11,212,0,1999,9,2,1,233
13,2,0.262364264,11,212,0,1997,7,1.3,1,233
13,2,-0.076881044,11,212,0,1993,3,0.926,1,233
13,2,-0.458865885,11,212,0,1992,2,0.632,1,233
13,2,-1.049822124,11,212,0,1990,0,0.35,1,233
13,3,2.054123734,14,215,0,2010,20,7.8,1,236
13,3,1.648658626,14,215,0,2006,16,5.2,1,236
13,3,1.223775432,14,215,0,2002,12,3.4,1,236
13,3,0.993251773,14,215,0,1999,9,2.7,1,236
13,3,0.641853886,14,215,0,1997,7,1.9,1,236
13,3,0.003992021,14,215,0,1995,5,1.004,1,236
13,3,-0.46203546,14,215,0,1993,3,0.63,1,236
13,3,-0.673344553,14,215,0,1992,2,0.51,1,236
13,3,-0.832409248,14,215,0,1991,1,0.435,1,236
13,3,-1.139434283,14,215,0,1990,0,0.32,1,236
13,3,1.85629799,14,216,0,2010,20,6.4,1,237
13,3,1.280933845,14,216,0,2006,16,3.6,1,237
13,3,0.832909123,14,216,0,2002,12,2.3,1,237
13,3,0.371563556,14,216,0,1999,9,1.45,1,237
13,3,-0.371063681,14,216,0,1997,7,0.69,1,237
13,3,-0.578034373,14,216,0,1995,5,0.561,1,237
13,3,-1.255266099,14,216,0,1993,3,0.285,1,237
13,3,-1.814005078,14,216,0,1992,2,0.163,1,237
13,3,-2.040220829,14,216,0,1991,1,0.13,1,237
13,3,-2.995732274,14,216,0,1990,0,0.05,1,237
13,3,1.916922612,14,217,0,2010,20,6.8,1,238
13,3,1.458615023,14,217,0,2006,16,4.3,1,238
13,3,1.193922468,14,217,0,2002,12,3.3,1,238
13,3,0.875468737,14,217,0,1999,9,2.4,1,238
13,3,0.457424847,14,217,0,1997,7,1.58,1,238
13,3,0.053540767,14,217,0,1995,5,1.055,1,238
13,3,-0.653926467,14,217,0,1993,3,0.52,1,238
13,3,-0.796287939,14,217,0,1991,1,0.451,1,238
13,3,-0.841647189,14,217,0,1992,2,0.431,1,238
13,3,-1.108662625,14,217,0,1990,0,0.33,1,238
13,3,1.960094784,14,218,0,2010,20,7.1,1,239
13,3,1.589235205,14,218,0,2006,16,4.9,1,239
13,3,1.238374231,14,218,0,2002,12,3.45,1,239
13,3,1.115141591,14,218,0,1999,9,3.05,1,239
13,3,0.463734016,14,218,0,1997,7,1.59,1,239
13,3,0.099845335,14,218,0,1995,5,1.105,1,239
13,3,-0.761426021,14,218,0,1993,3,0.467,1,239
13,3,-0.809680997,14,218,0,1991,1,0.445,1,239
13,3,-0.903868212,14,218,0,1990,0,0.405,1,239
13,3,-1.265848208,14,218,0,1992,2,0.282,1,239
13,3,1.85629799,14,219,0,2010,20,6.4,1,240
13,3,1.568615918,14,219,0,2006,16,4.8,1,240
13,3,1.147402453,14,219,0,2002,12,3.15,1,240
13,3,0.657520003,14,219,0,1999,9,1.93,1,240
13,3,-0.127833372,14,219,0,1997,7,0.88,1,240
13,3,-0.693147181,14,219,0,1995,5,0.5,1,240
13,3,-1.298283484,14,219,0,1993,3,0.273,1,240
13,3,-1.937941979,14,219,0,1992,2,0.144,1,240
13,3,-1.987774353,14,219,0,1991,1,0.137,1,240
13,3,-2.040220829,14,219,0,1990,0,0.13,1,240
13,3,1.85629799,14,220,0,2010,20,6.4,1,241
13,3,1.526056303,14,220,0,2006,16,4.6,1,241
13,3,1.16315081,14,220,0,2002,12,3.2,1,241
13,3,0.717839793,14,220,0,1999,9,2.05,1,241
13,3,0.3074847,14,220,0,1997,7,1.36,1,241
13,3,-0.46203546,14,220,0,1995,5,0.63,1,241
13,3,-0.816445397,14,220,0,1993,3,0.442,1,241
13,3,-0.865122445,14,220,0,1992,2,0.421,1,241
13,3,-0.891598119,14,220,0,1990,0,0.41,1,241
13,3,-0.921303274,14,220,0,1991,1,0.398,1,241
13,3,1.526056303,14,221,0,2010,20,4.6,1,242
13,3,1.280933845,14,221,0,2006,16,3.6,1,242
13,3,1.115141591,14,221,0,2002,12,3.05,1,242
13,3,0.631271777,14,221,0,1999,9,1.88,1,242
13,3,0.19062036,14,221,0,1997,7,1.21,1,242
13,3,-0.059750004,14,221,0,1995,5,0.942,1,242
13,3,-0.867500568,14,221,0,1993,3,0.42,1,242
13,3,-1.108662625,14,221,0,1990,0,0.33,1,242
13,3,-1.217395825,14,221,0,1992,2,0.296,1,242
13,3,-1.973281346,14,221,0,1991,1,0.139,1,242
13,3,1.704748092,14,222,0,2010,20,5.5,1,243
13,3,1.30833282,14,222,0,2006,16,3.7,1,243
13,3,1.147402453,14,222,0,2002,12,3.15,1,243
13,3,0.765467842,14,222,0,1999,9,2.15,1,243
13,3,0.2390169,14,222,0,1997,7,1.27,1,243
13,3,-0.418550348,14,222,0,1995,5,0.658,1,243
13,3,-0.898942094,14,222,0,1993,3,0.407,1,243
13,3,-1.021651248,14,222,0,1991,1,0.36,1,243
13,3,-1.078809661,14,222,0,1990,0,0.34,1,243
13,3,-1.461017907,14,222,0,1992,2,0.232,1,243
13,3,1.526056303,16,225,0,2010,20,4.6,1,246
13,3,1.335001067,16,225,0,2006,16,3.8,1,246
13,3,1.047318994,16,225,0,2002,12,2.85,1,246
13,3,0.530628251,16,225,0,1999,9,1.7,1,246
13,3,0.336472237,16,225,0,1997,7,1.4,1,246
13,3,-0.065071997,16,225,0,1995,5,0.937,1,246
13,3,-0.436955775,16,225,0,1993,3,0.646,1,246
13,3,-1.127011763,16,225,0,1992,2,0.324,1,246
13,3,-1.15518264,16,225,0,1991,1,0.315,1,246
13,3,-1.272965676,16,225,0,1990,0,0.28,1,246
13,3,2.014903021,16,227,0,2010,20,7.5,1,248
13,3,1.774952351,16,227,0,2006,16,5.9,1,248
13,3,1.446918983,16,227,0,2002,12,4.25,1,248
13,3,1.294727168,16,227,0,1999,9,3.65,1,248
13,3,0.678033543,16,227,0,1997,7,1.97,1,248
13,3,0.178982656,16,227,0,1995,5,1.196,1,248
13,3,-0.574475651,16,227,0,1993,3,0.563,1,248
13,3,-0.926341068,16,227,0,1992,2,0.396,1,248
13,3,-1.771956842,16,227,0,1990,0,0.17,1,248
13,3,-1.864330162,16,227,0,1991,1,0.155,1,248
13,3,1.774952351,16,228,0,2010,20,5.9,1,249
13,3,1.435084525,16,228,0,2006,16,4.2,1,249
13,3,1.30833282,16,228,0,2002,12,3.7,1,249
13,3,0.862889955,16,228,0,1999,9,2.37,1,249
13,3,0.364643114,16,228,0,1997,7,1.44,1,249
13,3,-0.059750004,16,228,0,1995,5,0.942,1,249
13,3,-0.665532014,16,228,0,1993,3,0.514,1,249
13,3,-1.287354413,16,228,0,1992,2,0.276,1,249
13,3,-1.386294361,16,228,0,1990,0,0.25,1,249
13,3,-1.418817553,16,228,0,1991,1,0.242,1,249
13,3,0.78845736,16,231,0,2006,16,2.2,1,252
13,3,0.693147181,16,231,0,2002,12,2,1,252
13,3,0.587786665,16,231,0,2010,20,1.8,1,252
13,3,0.165514438,16,231,0,1999,9,1.18,1,252
13,3,-0.261364764,16,231,0,1997,7,0.77,1,252
13,3,-0.699165253,16,231,0,1995,5,0.497,1,252
13,3,-0.719491156,16,231,0,1993,3,0.487,1,252
13,3,-0.733969175,16,231,0,1992,2,0.48,1,252
13,3,-1.167962367,16,231,0,1991,1,0.311,1,252
13,3,-1.514127733,16,231,0,1990,0,0.22,1,252
13,3,2.186051277,16,232,0,2010,20,8.9,1,253
13,3,1.808288771,16,232,0,2006,16,6.1,1,253
13,3,1.704748092,16,232,0,2002,12,5.5,1,253
13,3,1.153731588,16,232,0,1999,9,3.17,1,253
13,3,0.904218151,16,232,0,1997,7,2.47,1,253
13,3,0.418710335,16,232,0,1995,5,1.52,1,253
13,3,0.002995509,16,232,0,1993,3,1.003,1,253
13,3,-0.755022584,16,232,0,1992,2,0.47,1,253
13,3,-1.234432012,16,232,0,1991,1,0.291,1,253
13,3,-1.347073648,16,232,0,1990,0,0.26,1,253
13,1,0.262364264,1,235,0,2010,20,1.3,1,256
13,1,0.019802627,1,235,0,2006,16,1.02,1,256
13,1,-0.061875404,1,235,0,2002,12,0.94,1,256
13,1,-0.430782916,1,235,0,1999,9,0.65,1,256
13,1,-1.152013065,1,235,0,1995,5,0.316,1,256
13,1,-2.171556831,1,235,0,1991,1,0.114,1,256
13,1,-2.18036746,1,235,0,1993,3,0.113,1,256
13,1,-2.780620894,1,235,0,1992,2,0.062,1,256
13,1,1.648658626,3,240,0,2010,20,5.2,1,261
13,1,1.386294361,3,240,0,2006,16,4,1,261
13,1,1.047318994,3,240,0,2002,12,2.85,1,261
13,1,0.451075619,3,240,0,1997,7,1.57,1,261
