BookID,Challenged Title,Author or Performer,Date of Report,Days2000,Material Removed,AntiEthnic,Insensitivity,Racism,Sexism,Inaccurate,Other Ground,Homosexuality,Nudity,Sex Education,Sexually Explicit,AntiFamily,Offensive Language,Political Viewpoint,Religious Viewpoint,Unsuited to Age Group,Abortion,Drugs,Occult or Satanism,Suicide,Violence,NumChallenge,Challenged State,pvi2,Population,PercentHS,PercentBA,MedianIncome,FrequentlyChallenged
1653,Small Town,"Block, Lawrence",NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,MI,3.8,9938444,83.4,21.8,49225.5,0
2028,"Woman and the Ape, The","Hoeg, Peter",NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,MI,3.8,9938444,83.4,21.8,49225.5,0
1023,Naruto Volume 1,"Kishimoto, Masashi",10/4/2010,3873,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,MI,3.8,9938444,83.4,21.8,49225.5,0
2001,Wild Zone,"Fielding, Joy",6/15/2010,3764,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,MI,3.8,9938444,83.4,21.8,49225.5,0
1671,Song of Solomon,"Morrison, Toni",10/2/2009,3511,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,MI,3.8,9938444,83.4,21.8,49225.5,1
1856,Twelve,"Myracle, Lauren",9/17/2009,3496,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,MI,3.8,9938444,83.4,21.8,49225.5,1
1458,Pleasure,"Dickey, Eric Jerome",5/11/2009,3370,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,MI,3.8,9938444,83.4,21.8,49225.5,0
1959,What's Happening to My Body?: Book for Girls,"Madaras, Lynda",5/4/2009,3363,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,MI,3.8,9938444,83.4,21.8,49225.5,0
405,"Cinderella, Puss in Boots, and Other Favorite Tales","Perrault, Charles",11/11/2008,3190,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,MI,3.8,9938444,83.4,21.8,49225.5,0
1236,"Mars, Vol. 10","Soryo, Fuyumi",3/11/2008,2950,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,MI,3.8,9938444,83.4,21.8,49225.5,0
203,"Bean Trees, The","Kingsolver, Barbara",10/19/2006,2448,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,MI,3.8,9938444,83.4,21.8,49225.5,0
356,Captain Underpants (series),"Pilkey, Dav",7/7/2005,1986,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,MI,3.8,9938444,83.4,21.8,49225.5,0
1170,Look At Me,"Egan, Jennifer",12/20/2001,709,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,MI,3.8,9938444,83.4,21.8,49225.5,0
474,"Curious Incident of the Dog in the Night-Time, The","Haddon, Mark",10/26/2010,3895,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,MI,3.8,9938444,83.4,21.8,49225.5,0
286,"Bookseller of Kabul, The","Seierstad, Asne",2/5/2009,3274,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,MI,3.8,9938444,83.4,21.8,49225.5,0
868,Harry Potter and the Chamber of Secrets,"Rowling, J.K.",3/1/2000,60,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,MI,3.8,9938444,83.4,21.8,49225.5,1
868,Harry Potter and the Prisoner of Azkaban,"Rowling, J.K.",3/1/2000,60,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,MI,3.8,9938444,83.4,21.8,49225.5,1
868,Harry Potter and the Sorcerer's Stone,"Rowling, J.K.",3/1/2000,60,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,MI,3.8,9938444,83.4,21.8,49225.5,1
1021,Naruto 1:  The Tests of the Ninja,"Kishimoto, Masashi",9/20/2010,3859,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,MI,3.8,9938444,83.4,21.8,49225.5,0
1087,King Stork,"Pyle, Howard",5/20/2010,3739,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,MI,3.8,9938444,83.4,21.8,49225.5,0
1277,Monkey High Vol. 3,"Akira, Shouko",6/24/2009,3413,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,MI,3.8,9938444,83.4,21.8,49225.5,0
480,"Da Vinci Code, The","Brown, Dan",10/21/2004,1730,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,MI,3.8,9938444,83.4,21.8,49225.5,0
1642,Slapboxing with Jesus,"LaVelle, Victor",1/4/2004,1443,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,MI,3.8,9938444,83.4,21.8,49225.5,0
1451,Pinky and Rex and the Bully,"Howe, James",5/1/2003,1200,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,MI,3.8,9938444,83.4,21.8,49225.5,0
359,Carl Makes a Scrapbook,"Day, Alexandra",10/24/2001,653,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,MI,3.8,9938444,83.4,21.8,49225.5,0
868,Harry Potter (series),"Rowling, J.K.",5/1/2001,480,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,MI,3.8,9938444,83.4,21.8,49225.5,1
868,Harry Potter (series),"Rowling, J.K.",5/1/2001,480,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,MI,3.8,9938444,83.4,21.8,49225.5,1
2013,"Witch of Blackbird Pond, The","Speare, Elizabeth George",5/1/2001,480,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,MI,3.8,9938444,83.4,21.8,49225.5,0
868,Harry Potter and the Prisoner of Azkaban,"Rowling, J.K.",2/21/2000,50,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4,MN,2.3,4919479,87.9,27.4,61637.5,1
900,Highs! Over 150 Ways to Feel Really Good Without Alcohol or Drugs,"Packer, Alex J.",6/8/2004,1597,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,3,MN,2.3,4919479,87.9,27.4,61637.5,0
273,Bone (series),"Smith, Jeff",8/26/2010,3835,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,3,MN,2.3,4919479,87.9,27.4,61637.5,0
1537,Rogue Warrior: Violent Action,"Marcinko, Richard",1/14/2003,1093,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3,MN,2.3,4919479,87.9,27.4,61637.5,0
1004,Interstellar Pig,"Sleator, William",1/16/2001,375,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,3,MN,2.3,4919479,87.9,27.4,61637.5,0
1097,"L8r, G8r","Myracle, Lauren",2/4/2009,3273,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,MN,2.3,4919479,87.9,27.4,61637.5,1
1455,Plainsong,"Haruf, Kent",8/31/2006,2400,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,MN,2.3,4919479,87.9,27.4,61637.5,0
741,Gossip Girl (series),"Von Ziegesar, Cecily",8/30/2006,2399,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,MN,2.3,4919479,87.9,27.4,61637.5,0
1068,"Obsession, The","Harris, Jesse",8/18/2000,227,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,MN,2.3,4919479,87.9,27.4,61637.5,0
411,Clay Boy,"Ginsburg, Mirra",7/17/2000,196,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,MN,2.3,4919479,87.9,27.4,61637.5,0
330,Bumps in the Night,"Allard, Harry",2/21/2000,50,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,MN,2.3,4919479,87.9,27.4,61637.5,0
559,Doing It,"Burgess, Melvin",NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,MN,2.3,4919479,87.9,27.4,61637.5,0
763,"Guide to Getting It On, The","Joannides, Paul",6/18/2009,3407,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,MN,2.3,4919479,87.9,27.4,61637.5,0
1273,Mistral's Kiss,"Hamilton, Laurell K.",9/13/2007,2772,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,MN,2.3,4919479,87.9,27.4,61637.5,0
75,"Adventures of Huckleberry Finn, The","Twain, Mark",9/11/2007,2770,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,MN,2.3,4919479,87.9,27.4,61637.5,0
761,Ghost,"Ringo, John",8/30/2006,2399,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,MN,2.3,4919479,87.9,27.4,61637.5,0
1845,"Trouble With Wednesdays, The","Nathanson, Laura",8/30/2006,2399,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,MN,2.3,4919479,87.9,27.4,61637.5,0
1119,"Lesson for Max, A","Turke, Hanne",7/17/2000,196,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,MN,2.3,4919479,87.9,27.4,61637.5,0
766,Ghost Train,"Mowry, Jess",6/30/2005,1979,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,8,MO,-3.1,5595211,81.3,21.6,47539,0
387,Charmed,"Mac, Carrie",4/20/2009,3349,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,4,MO,-3.1,5595211,81.3,21.6,47539,0
69,"Absolutely True Diary of a Part-Time Indian, The","Alexie, Sherman",7/5/2010,3784,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3,MO,-3.1,5595211,81.3,21.6,47539,0
1488,Queen of Cool,"Castellucci, Cecil",10/21/2009,3530,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3,MO,-3.1,5595211,81.3,21.6,47539,0
717,Glass,"Hopkins, Ellen",8/26/2010,3835,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,MO,-3.1,5595211,81.3,21.6,47539,0
95,Alice (series),"Naylor, Phyllis Reynolds",10/1/2002,990,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,MO,-3.1,5595211,81.3,21.6,47539,1
950,I Am Charlotte Simmons,"Wolfe, Tom",8/31/2006,2400,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,MO,-3.1,5595211,81.3,21.6,47539,0
452,Crank,"Hopkins, Ellen",8/26/2010,3835,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,MO,-3.1,5595211,81.3,21.6,47539,0
1849,TTFN,"Myracle, Lauren",10/31/2008,3180,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,MO,-3.1,5595211,81.3,21.6,47539,1
1849,TTYL,"Myracle, Lauren",10/31/2008,3180,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,MO,-3.1,5595211,81.3,21.6,47539,1
399,"Chocolate War, The","Cormier, Robert",5/1/2001,480,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,MO,-3.1,5595211,81.3,21.6,47539,1
861,Happy Endings:  The Tales of a Meaty-Breasted Zilch,"Norton, Jim",10/18/2007,2807,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,MS,-9.5,2844658,72.9,16.9,37793,0
770,"Guy Book:  An Owner's Manual, The","Jukes, Mavis",NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3,MT,-7.1,902195,87.2,24.4,39777.5,0
512,Dead Folks,"Jackson, Jon A.",5/6/2009,3365,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3,MT,-7.1,902195,87.2,24.4,39777.5,0
1639,"Sitter, The","Stine, R.L.",4/13/2009,3342,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3,MT,-7.1,902195,87.2,24.4,39777.5,0
1054,"Joy of Gay Sex, The","Silverstein, Dr. Charles and Felice Picano",10/30/2008,3179,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,MT,-7.1,902195,87.2,24.4,39777.5,0
374,"Catcher in the Rye, The","Salinger, J.D.",5/6/2009,3365,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,MT,-7.1,902195,87.2,24.4,39777.5,0
920,Horse,"Chulton-Brock, Julie",5/1/2004,1560,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,MT,-7.1,902195,87.2,24.4,39777.5,0
865,Harris and Me,"Paulsen, Gary",8/14/2000,223,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,MT,-7.1,902195,87.2,24.4,39777.5,0
134,America:  A Novel,"Frank, E.R.",9/24/2004,1703,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,MT,-7.1,902195,87.2,24.4,39777.5,0
418,"Cold One, The","Pike, Christopher",12/1/2002,1050,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,5,NC,-4.3,8049313,78.1,22.5,45949.5,1
188,Band of Angels,"Thompson, Julian",12/1/2002,1050,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3,NC,-4.3,8049313,78.1,22.5,45949.5,0
607,"Earth, My Butt and Other Big Round Things, The","Mackler, Carolyn",2/10/2009,3279,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3,NC,-4.3,8049313,78.1,22.5,45949.5,0
713,"Sisterhood of the Traveling Pants, The","Brashares, Ann",12/3/2007,2852,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3,NC,-4.3,8049313,78.1,22.5,45949.5,0
342,Bury Me Deep,"Pike, Christopher",10/1/2002,990,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3,NC,-4.3,8049313,78.1,22.5,45949.5,1
1957,What's Happening to Me?,"Mayle, Peter",11/19/2008,3198,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,NC,-4.3,8049313,78.1,22.5,45949.5,0
1450,"Pinkerton, Behave!","Kellogg, Steven",3/4/2008,2943,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,NC,-4.3,8049313,78.1,22.5,45949.5,0
143,And Tango Makes Three,"Parnell, Peter and Justin Richardson",7/21/2008,3080,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,NC,-4.3,8049313,78.1,22.5,45949.5,1
242,Black Hole,"Burns, Charles",6/30/2007,2699,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,NC,-4.3,8049313,78.1,22.5,45949.5,0
1780,"Then Again, Maybe I Won't","Blume, Judy",12/1/2002,1050,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,NC,-4.3,8049313,78.1,22.5,45949.5,1
917,Hoot,"Hiaasen, Carl",10/22/2010,3891,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,NC,-4.3,8049313,78.1,22.5,45949.5,0
753,Green Bible,,7/19/2010,3798,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,NC,-4.3,8049313,78.1,22.5,45949.5,0
1251,Message Bible,"Peterson, Eugene H",7/19/2010,3798,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,NC,-4.3,8049313,78.1,22.5,45949.5,0
1035,New International Version Bible,International Bible Society,7/19/2010,3798,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,NC,-4.3,8049313,78.1,22.5,45949.5,0
267,"Bluest Eye, The","Morrison, Toni",10/1/2004,1710,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,NC,-4.3,8049313,78.1,22.5,45949.5,1
10,A Bell for Adano,"Hersey, John",8/23/2004,1672,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,NC,-4.3,8049313,78.1,22.5,45949.5,0
