"","X","distschNum","year08","districtType","MathAvgScore","MonPerChild","schoolName","schPctnonw","schPctsped","schPctfree","city","urban"
"375",375,"Dtype 1 Dnum 241 Snum 130",1,1,654.3,10065.07613,"LAKEVIEW ELEMENTARY",0.138461538,0.169230769,0.415384615,"Albert Lea",1
"376",376,"Dtype 1 Dnum 241 Snum 130",2,1,654.5,9926.903853,"LAKEVIEW ELEMENTARY",0.138461538,0.169230769,0.415384615,"Albert Lea",1
"377",377,"Dtype 1 Dnum 241 Snum 140",0,1,659.5,9348.613023,"SIBLEY ELEMENTARY",0.134615385,0.076923077,0.519230769,"Albert Lea",1
"378",378,"Dtype 1 Dnum 241 Snum 140",1,1,655.9,10065.07613,"SIBLEY ELEMENTARY",0.134615385,0.076923077,0.519230769,"Albert Lea",1
"379",379,"Dtype 1 Dnum 241 Snum 140",2,1,655.8,9926.903853,"SIBLEY ELEMENTARY",0.134615385,0.076923077,0.519230769,"Albert Lea",1
"380",380,"Dtype 1 Dnum 242 Snum 2",0,1,648.2,8141.553925,"ALDEN-CONGER ELEMENTARY",0.027777778,0.055555556,0.416666667,"Alden",0
"381",381,"Dtype 1 Dnum 242 Snum 2",1,1,641.6,8027.625935,"ALDEN-CONGER ELEMENTARY",0.027777778,0.055555556,0.416666667,"Alden",0
"382",382,"Dtype 1 Dnum 242 Snum 2",2,1,653.3,8185.368543,"ALDEN-CONGER ELEMENTARY",0.027777778,0.055555556,0.416666667,"Alden",0
"383",383,"Dtype 1 Dnum 2448 Snum 15",0,1,654.1,8707.082076,"TRIMONT ELEMENTARY",0,0.132075472,0.377358491,"Welcome",0
"384",384,"Dtype 1 Dnum 2448 Snum 15",1,1,651.2,9033.268393,"TRIMONT ELEMENTARY",0,0.132075472,0.377358491,"Welcome",0
"385",385,"Dtype 1 Dnum 2448 Snum 15",2,1,657,8966.546553,"TRIMONT ELEMENTARY",0,0.132075472,0.377358491,"Welcome",0
"386",386,"Dtype 1 Dnum 252 Snum 2",0,1,650.8,7876.497017,"CANNON FALLS SEC.",0.077777778,0.088888889,0.222222222,"Cannon Falls",1
"387",387,"Dtype 1 Dnum 252 Snum 2",1,1,654.9,8018.503398,"CANNON FALLS SEC.",0.077777778,0.088888889,0.222222222,"Cannon Falls",1
"388",388,"Dtype 1 Dnum 252 Snum 2",2,1,656.4,8005.833287,"CANNON FALLS SEC.",0.077777778,0.088888889,0.222222222,"Cannon Falls",1
"389",389,"Dtype 1 Dnum 2527 Snum 1",0,1,651.6,11075.26094,"NORMAN COUNTY  WEST ELEMENTARY",0.238095238,0.19047619,0.571428571,"Hendrum",0
"390",390,"Dtype 1 Dnum 2527 Snum 1",1,1,651.2,11129.60793,"NORMAN COUNTY  WEST ELEMENTARY",0.238095238,0.19047619,0.571428571,"Hendrum",0
"391",391,"Dtype 1 Dnum 2527 Snum 1",2,1,657.5,11391.83141,"NORMAN COUNTY  WEST ELEMENTARY",0.238095238,0.19047619,0.571428571,"Hendrum",0
"392",392,"Dtype 1 Dnum 253 Snum 1",0,1,651.3,7535.441431,"GOODHUE ELEMENTARY",0.023255814,0.046511628,0.279069767,"Goodhue",0
"393",393,"Dtype 1 Dnum 253 Snum 1",1,1,654.3,7675.921409,"GOODHUE ELEMENTARY",0.023255814,0.046511628,0.279069767,"Goodhue",0
"394",394,"Dtype 1 Dnum 253 Snum 1",2,1,649.5,7461.858195,"GOODHUE ELEMENTARY",0.023255814,0.046511628,0.279069767,"Goodhue",0
"395",395,"Dtype 1 Dnum 2534 Snum 15",0,1,650.7,8877.983162,"BOLD-BIRD ISLAND ELEMENTARY",0.102040816,0.06122449,0.387755102,"Bird Island",0
"396",396,"Dtype 1 Dnum 2534 Snum 15",1,1,654.2,8913.233118,"BOLD-BIRD ISLAND ELEMENTARY",0.102040816,0.06122449,0.387755102,"Bird Island",0
"397",397,"Dtype 1 Dnum 2534 Snum 15",2,1,654.3,8872.820464,"BOLD-BIRD ISLAND ELEMENTARY",0.102040816,0.06122449,0.387755102,"Bird Island",0
"398",398,"Dtype 1 Dnum 2536 Snum 15",0,1,658.5,9782.931002,"GRANADA HUNTLEY EAST CHAIN ELEM.",0,0.125,0.5,"Granada",0
"399",399,"Dtype 1 Dnum 2536 Snum 15",2,1,664,11106.0911,"GRANADA HUNTLEY EAST CHAIN ELEM.",0,0.125,0.5,"Granada",0
"400",400,"Dtype 1 Dnum 255 Snum 15",0,1,651.2,7559.694515,"PINE ISLAND MIDDLE",0.05952381,0.107142857,0.273809524,"Pine Island",0
"401",401,"Dtype 1 Dnum 255 Snum 15",1,1,661.1,7718.352951,"PINE ISLAND MIDDLE",0.05952381,0.107142857,0.273809524,"Pine Island",0
"402",402,"Dtype 1 Dnum 255 Snum 15",2,1,654,7599.843493,"PINE ISLAND MIDDLE",0.05952381,0.107142857,0.273809524,"Pine Island",0
"403",403,"Dtype 1 Dnum 256 Snum 109",0,1,654,8789.183697,"TWIN BLUFF MIDDLE SCHOOL",0.129353234,0.104477612,0.293532338,"Red Wing",1
"404",404,"Dtype 1 Dnum 256 Snum 109",1,1,652.7,8949.488829,"TWIN BLUFF MIDDLE SCHOOL",0.129353234,0.104477612,0.293532338,"Red Wing",1
"405",405,"Dtype 1 Dnum 256 Snum 109",2,1,656.7,9519.857583,"TWIN BLUFF MIDDLE SCHOOL",0.129353234,0.104477612,0.293532338,"Red Wing",1
"406",406,"Dtype 1 Dnum 2580 Snum 20",0,1,646.4,9098.332683,"EAST CENTRAL MIDDLE SECONDARY",0.157894737,0.175438596,0.543859649,"Finlayson",0
"407",407,"Dtype 1 Dnum 2580 Snum 20",1,1,643.3,9176.566168,"EAST CENTRAL MIDDLE SECONDARY",0.157894737,0.175438596,0.543859649,"Finlayson",0
"408",408,"Dtype 1 Dnum 2580 Snum 20",2,1,648.7,9076.011627,"EAST CENTRAL MIDDLE SECONDARY",0.157894737,0.175438596,0.543859649,"Finlayson",0
"409",409,"Dtype 1 Dnum 2609 Snum 10",0,1,659.9,8787.645554,"WIN-E-MAC ELEMENTARY",0,0.166666667,0.472222222,"Erskine",0
"410",410,"Dtype 1 Dnum 2609 Snum 10",1,1,661.6,9516.854631,"WIN-E-MAC ELEMENTARY",0,0.166666667,0.472222222,"Erskine",0
"411",411,"Dtype 1 Dnum 2609 Snum 10",2,1,662.9,9245.832951,"WIN-E-MAC ELEMENTARY",0,0.166666667,0.472222222,"Erskine",0
"412",412,"Dtype 1 Dnum 261 Snum 10",0,1,650.6,7424.822363,"ASHBY ELEMENTARY",0.047619048,0.238095238,0.428571429,"Ashby",0
"413",413,"Dtype 1 Dnum 261 Snum 10",1,1,655.1,7624.374038,"ASHBY ELEMENTARY",0.047619048,0.238095238,0.428571429,"Ashby",0
"414",414,"Dtype 1 Dnum 261 Snum 10",2,1,647.5,7362.086689,"ASHBY ELEMENTARY",0.047619048,0.238095238,0.428571429,"Ashby",0
"415",415,"Dtype 1 Dnum 264 Snum 1",0,1,655.5,12287.02093,"HERMAN ELEMENTARY",0,1,1,"Herman",0
"416",416,"Dtype 1 Dnum 2683 Snum 21",0,1,652.8,10199.0198,"GREENBUSH-MIDDLE RIVER JUNIOR HIGH",0.026315789,0.157894737,0.526315789,"Greenbush",0
"417",417,"Dtype 1 Dnum 2683 Snum 21",1,1,653.9,10467.47332,"GREENBUSH-MIDDLE RIVER JUNIOR HIGH",0.026315789,0.157894737,0.526315789,"Greenbush",0
"418",418,"Dtype 1 Dnum 2683 Snum 21",2,1,656.8,10429.01755,"GREENBUSH-MIDDLE RIVER JUNIOR HIGH",0.026315789,0.157894737,0.526315789,"Greenbush",0
"419",419,"Dtype 1 Dnum 2687 Snum 86",0,1,658.1,8832.743239,"HOWARD LAKE MIDDLE",0.036363636,0.127272727,0.4,"Howard Lake",0
"420",420,"Dtype 1 Dnum 2687 Snum 86",1,1,653.6,8662.096755,"HOWARD LAKE MIDDLE",0.036363636,0.127272727,0.4,"Howard Lake",0
"421",421,"Dtype 1 Dnum 2687 Snum 86",2,1,654.8,8561.090087,"HOWARD LAKE MIDDLE",0.036363636,0.127272727,0.4,"Howard Lake",0
"422",422,"Dtype 1 Dnum 2689 Snum 7",0,1,657.2,8300.313605,"PIPESTONE MIDDLE",0.1125,0.1125,0.425,"Pipestone",1
"423",423,"Dtype 1 Dnum 2689 Snum 7",1,1,653.2,9358.467091,"PIPESTONE MIDDLE",0.1125,0.1125,0.425,"Pipestone",1
"424",424,"Dtype 1 Dnum 2689 Snum 7",2,1,658.3,9481.909555,"PIPESTONE MIDDLE",0.1125,0.1125,0.425,"Pipestone",1
"425",425,"Dtype 1 Dnum 270 Snum 561",0,1,655.8,10526.58481,"ALICE SMITH ELEMENTARY",0.410958904,0.150684932,0.301369863,"Hopkins",1
"426",426,"Dtype 1 Dnum 270 Snum 561",1,1,658.5,10918.68857,"ALICE SMITH ELEMENTARY",0.410958904,0.150684932,0.301369863,"Hopkins",1
"427",427,"Dtype 1 Dnum 270 Snum 561",2,1,656.7,11016.53433,"ALICE SMITH ELEMENTARY",0.410958904,0.150684932,0.301369863,"Hopkins",1
"428",428,"Dtype 1 Dnum 270 Snum 563",0,1,663.8,10526.58481,"GLEN LAKE ELEMENTARY",0.214285714,0.119047619,0.202380952,"Hopkins",1
"429",429,"Dtype 1 Dnum 270 Snum 563",1,1,662.2,10918.68857,"GLEN LAKE ELEMENTARY",0.214285714,0.119047619,0.202380952,"Hopkins",1
"430",430,"Dtype 1 Dnum 270 Snum 563",2,1,660.5,11016.53433,"GLEN LAKE ELEMENTARY",0.214285714,0.119047619,0.202380952,"Hopkins",1
"431",431,"Dtype 1 Dnum 270 Snum 566",0,1,660,10526.58481,"EISENHOWER ELEMENTARY",0.420454545,0.079545455,0.477272727,"Hopkins",1
"432",432,"Dtype 1 Dnum 270 Snum 566",1,1,651,10918.68857,"EISENHOWER ELEMENTARY",0.420454545,0.079545455,0.477272727,"Hopkins",1
"433",433,"Dtype 1 Dnum 270 Snum 566",2,1,654.1,11016.53433,"EISENHOWER ELEMENTARY",0.420454545,0.079545455,0.477272727,"Hopkins",1
"434",434,"Dtype 1 Dnum 270 Snum 567",0,1,654.7,10526.58481,"L.H. TANGLEN ELEMENTARY",0.356321839,0.068965517,0.367816092,"Hopkins",1
"435",435,"Dtype 1 Dnum 270 Snum 567",1,1,655.9,10918.68857,"L.H. TANGLEN ELEMENTARY",0.356321839,0.068965517,0.367816092,"Hopkins",1
"436",436,"Dtype 1 Dnum 270 Snum 567",2,1,658.7,11016.53433,"L.H. TANGLEN ELEMENTARY",0.356321839,0.068965517,0.367816092,"Hopkins",1
"437",437,"Dtype 1 Dnum 270 Snum 569",0,1,656.8,10526.58481,"GATEWOOD ELEMENTARY",0.285714286,0.142857143,0.363636364,"Hopkins",1
"438",438,"Dtype 1 Dnum 270 Snum 569",1,1,660.9,10918.68857,"GATEWOOD ELEMENTARY",0.285714286,0.142857143,0.363636364,"Hopkins",1
"439",439,"Dtype 1 Dnum 270 Snum 569",2,1,659,11016.53433,"GATEWOOD ELEMENTARY",0.285714286,0.142857143,0.363636364,"Hopkins",1
"440",440,"Dtype 1 Dnum 270 Snum 570",0,1,661,10526.58481,"MEADOWBROOK ELEMENTARY",0.333333333,0.055555556,0.222222222,"Hopkins",1
"441",441,"Dtype 1 Dnum 270 Snum 570",1,1,661,10918.68857,"MEADOWBROOK ELEMENTARY",0.333333333,0.055555556,0.222222222,"Hopkins",1
"442",442,"Dtype 1 Dnum 270 Snum 570",2,1,661.5,11016.53433,"MEADOWBROOK ELEMENTARY",0.333333333,0.055555556,0.222222222,"Hopkins",1
"443",443,"Dtype 1 Dnum 271 Snum 13",0,1,656.1,9785.008526,"OAK GROVE MIDDLE",0.345833333,0.120833333,0.308333333,"Bloomington",1
"444",444,"Dtype 1 Dnum 271 Snum 13",1,1,656.2,10071.63558,"OAK GROVE MIDDLE",0.345833333,0.120833333,0.308333333,"Bloomington",1
"445",445,"Dtype 1 Dnum 271 Snum 13",2,1,658,10636.75807,"OAK GROVE MIDDLE",0.345833333,0.120833333,0.308333333,"Bloomington",1
"446",446,"Dtype 1 Dnum 271 Snum 345",0,1,645.5,9785.008526,"VALLEY VIEW MIDDLE",0.625,0.14,0.63,"Bloomington",1
"447",447,"Dtype 1 Dnum 271 Snum 345",1,1,645.8,10071.63558,"VALLEY VIEW MIDDLE",0.625,0.14,0.63,"Bloomington",1
"448",448,"Dtype 1 Dnum 271 Snum 345",2,1,646.2,10636.75807,"VALLEY VIEW MIDDLE",0.625,0.14,0.63,"Bloomington",1
"449",449,"Dtype 1 Dnum 271 Snum 346",0,1,660.3,9785.008526,"OLSON MIDDLE",0.288702929,0.154811715,0.259414226,"Bloomington",1
"450",450,"Dtype 1 Dnum 271 Snum 346",1,1,660.6,10071.63558,"OLSON MIDDLE",0.288702929,0.154811715,0.259414226,"Bloomington",1
"451",451,"Dtype 1 Dnum 271 Snum 346",2,1,660.6,10636.75807,"OLSON MIDDLE",0.288702929,0.154811715,0.259414226,"Bloomington",1
"452",452,"Dtype 1 Dnum 2711 Snum 10",0,1,654.9,8396.269814,"MESABI EAST ELEMENTARY",0.042253521,0.183098592,0.450704225,"Aurora",0
"453",453,"Dtype 1 Dnum 2711 Snum 10",1,1,652.8,8319.0833,"MESABI EAST ELEMENTARY",0.042253521,0.183098592,0.450704225,"Aurora",0
"454",454,"Dtype 1 Dnum 2711 Snum 10",2,1,649.3,8238.972175,"MESABI EAST ELEMENTARY",0.042253521,0.183098592,0.450704225,"Aurora",0
"455",455,"Dtype 1 Dnum 272 Snum 880",0,1,659.1,9189.888942,"OAK POINT INTERMEDIATE ELEMENTARY.",0.203957382,0.106544901,0.149162861,"Eden Prairie",1
"456",456,"Dtype 1 Dnum 272 Snum 880",1,1,658.7,9548.576605,"OAK POINT INTERMEDIATE ELEMENTARY.",0.203957382,0.106544901,0.149162861,"Eden Prairie",1
"457",457,"Dtype 1 Dnum 272 Snum 880",2,1,660.3,9478.245071,"OAK POINT INTERMEDIATE ELEMENTARY.",0.203957382,0.106544901,0.149162861,"Eden Prairie",1
"458",458,"Dtype 1 Dnum 273 Snum 19",0,1,660.7,8863.650973,"SOUTH VIEW MIDDLE",0.129692833,0.119453925,0.075085324,"Edina",1
"459",459,"Dtype 1 Dnum 273 Snum 19",1,1,656.9,9491.858377,"SOUTH VIEW MIDDLE",0.129692833,0.119453925,0.075085324,"Edina",1
"460",460,"Dtype 1 Dnum 273 Snum 19",2,1,660.6,9518.71302,"SOUTH VIEW MIDDLE",0.129692833,0.119453925,0.075085324,"Edina",1
"461",461,"Dtype 1 Dnum 273 Snum 20",0,1,661.8,8863.650973,"VALLEY VIEW MIDDLE",0.1197411,0.103559871,0.051779935,"Edina",1
"462",462,"Dtype 1 Dnum 273 Snum 20",1,1,663.1,9491.858377,"VALLEY VIEW MIDDLE",0.1197411,0.103559871,0.051779935,"Edina",1
"463",463,"Dtype 1 Dnum 273 Snum 20",2,1,663,9518.71302,"VALLEY VIEW MIDDLE",0.1197411,0.103559871,0.051779935,"Edina",1
"464",464,"Dtype 1 Dnum 2752 Snum 50",0,1,653.7,9073.444489,"FIVE LAKES ELELMENTARY",0.062992126,0.094488189,0.417322835,"Fairmont",1
"465",465,"Dtype 1 Dnum 2752 Snum 50",1,1,654.8,9196.18537,"FIVE LAKES ELELMENTARY",0.062992126,0.094488189,0.417322835,"Fairmont",1
"466",466,"Dtype 1 Dnum 2752 Snum 50",2,1,654.3,9123.996585,"FIVE LAKES ELELMENTARY",0.062992126,0.094488189,0.417322835,"Fairmont",1
"467",467,"Dtype 1 Dnum 2753 Snum 12",0,1,645.4,9287.280326,"LONG PRAIRIE MIDDLE",0.293103448,0.086206897,0.706896552,"Long Prairie",1
"468",468,"Dtype 1 Dnum 2753 Snum 12",1,1,644.9,10070.07201,"LONG PRAIRIE MIDDLE",0.293103448,0.086206897,0.706896552,"Long Prairie",1
"469",469,"Dtype 1 Dnum 2753 Snum 12",2,1,647.9,10100.74216,"LONG PRAIRIE MIDDLE",0.293103448,0.086206897,0.706896552,"Long Prairie",1
"470",470,"Dtype 1 Dnum 2754 Snum 2",2,1,653.4,8810.297044,"CEDAR MOUNTAIN SECONDARY",0.111111111,0.055555556,0.527777778,"Morgan",0
"471",471,"Dtype 1 Dnum 2759 Snum 10",0,1,655.2,9526.603127,"EAGLE VALLEY ELEMENTARY",0,0,0.692307692,"Eagle Valley",0
"472",472,"Dtype 1 Dnum 2759 Snum 10",1,1,656,9639.753181,"EAGLE VALLEY ELEMENTARY",0,0,0.692307692,"Eagle Valley",0
"473",473,"Dtype 1 Dnum 2759 Snum 10",2,1,661.2,9695.899338,"EAGLE VALLEY ELEMENTARY",0,0,0.692307692,"Eagle Valley",0
"474",474,"Dtype 1 Dnum 276 Snum 175",0,1,664.6,9754.542039,"MINNETONKA WEST MIDDLE",0.084805654,0.109540636,0.074204947,"Minnetonka",1
"475",475,"Dtype 1 Dnum 276 Snum 175",1,1,665.2,9706.731902,"MINNETONKA WEST MIDDLE",0.084805654,0.109540636,0.074204947,"Minnetonka",1
"476",476,"Dtype 1 Dnum 276 Snum 175",2,1,664.2,9523.753373,"MINNETONKA WEST MIDDLE",0.084805654,0.109540636,0.074204947,"Minnetonka",1
"477",477,"Dtype 1 Dnum 276 Snum 75",0,1,659.8,9754.542039,"MINNETONKA EAST MIDDLE",0.112676056,0.088028169,0.102112676,"Minnetonka",1
"478",478,"Dtype 1 Dnum 276 Snum 75",1,1,661.2,9706.731902,"MINNETONKA EAST MIDDLE",0.112676056,0.088028169,0.102112676,"Minnetonka",1
"479",479,"Dtype 1 Dnum 276 Snum 75",2,1,663.7,9523.753373,"MINNETONKA EAST MIDDLE",0.112676056,0.088028169,0.102112676,"Minnetonka",1
"480",480,"Dtype 1 Dnum 277 Snum 63",0,1,661.9,9374.777658,"GRANDVIEW MIDDLE SCHOOL",0.056962025,0.14556962,0.208860759,"Westonka",0
"481",481,"Dtype 1 Dnum 277 Snum 63",1,1,659.7,9923.64348,"GRANDVIEW MIDDLE SCHOOL",0.056962025,0.14556962,0.208860759,"Westonka",0
"482",482,"Dtype 1 Dnum 277 Snum 63",2,1,662.9,9872.89022,"GRANDVIEW MIDDLE SCHOOL",0.056962025,0.14556962,0.208860759,"Westonka",0
"483",483,"Dtype 1 Dnum 278 Snum 31",0,1,660.5,8777.849355,"ORONO MIDDLE",0.070484581,0.079295154,0.070484581,"Orono",1
"484",484,"Dtype 1 Dnum 278 Snum 31",1,1,658.5,9031.670009,"ORONO MIDDLE",0.070484581,0.079295154,0.070484581,"Orono",1
"485",485,"Dtype 1 Dnum 278 Snum 31",2,1,657.8,8986.147955,"ORONO MIDDLE",0.070484581,0.079295154,0.070484581,"Orono",1
"486",486,"Dtype 1 Dnum 279 Snum 665",0,1,653.4,9985.894883,"WOODLAND ELEMENTARY",0.403361345,0.084033613,0.151260504,"Osseo",0
"487",487,"Dtype 1 Dnum 279 Snum 665",1,1,655.5,10659.36202,"WOODLAND ELEMENTARY",0.403361345,0.084033613,0.151260504,"Osseo",0
"488",488,"Dtype 1 Dnum 279 Snum 665",2,1,663.5,10550.20208,"WOODLAND ELEMENTARY",0.403361345,0.084033613,0.151260504,"Osseo",0
"489",489,"Dtype 1 Dnum 279 Snum 668",0,1,652.6,9985.894883,"EDINBROOK ELEMENTARY",0.590909091,0.083333333,0.356060606,"Osseo",0
"490",490,"Dtype 1 Dnum 279 Snum 668",1,1,649.2,10659.36202,"EDINBROOK ELEMENTARY",0.590909091,0.083333333,0.356060606,"Osseo",0
"491",491,"Dtype 1 Dnum 279 Snum 668",2,1,652.5,10550.20208,"EDINBROOK ELEMENTARY",0.590909091,0.083333333,0.356060606,"Osseo",0
"492",492,"Dtype 1 Dnum 279 Snum 669",0,1,661.9,9985.894883,"RUSH CREEK ELEMENTARY",0.117647059,0.102941176,0.022058824,"Osseo",0
"493",493,"Dtype 1 Dnum 279 Snum 669",1,1,658.6,10659.36202,"RUSH CREEK ELEMENTARY",0.117647059,0.102941176,0.022058824,"Osseo",0
"494",494,"Dtype 1 Dnum 279 Snum 669",2,1,663.9,10550.20208,"RUSH CREEK ELEMENTARY",0.117647059,0.102941176,0.022058824,"Osseo",0
"495",495,"Dtype 1 Dnum 279 Snum 670",0,1,658.6,9985.894883,"BASSWOOD ELEMENTARY",0.131147541,0.098360656,0.106557377,"Osseo",0
"496",496,"Dtype 1 Dnum 279 Snum 670",1,1,659.7,10659.36202,"BASSWOOD ELEMENTARY",0.131147541,0.098360656,0.106557377,"Osseo",0
"497",497,"Dtype 1 Dnum 279 Snum 670",2,1,663,10550.20208,"BASSWOOD ELEMENTARY",0.131147541,0.098360656,0.106557377,"Osseo",0
"498",498,"Dtype 1 Dnum 279 Snum 671",0,1,643.9,9985.894883,"BIRCH GROVE SCHOOL FOR THE ARTS",0.813559322,0.101694915,0.661016949,"Osseo",0
"499",499,"Dtype 1 Dnum 279 Snum 671",1,1,642.6,10659.36202,"BIRCH GROVE SCHOOL FOR THE ARTS",0.813559322,0.101694915,0.661016949,"Osseo",0
"500",500,"Dtype 1 Dnum 279 Snum 671",2,1,647.3,10550.20208,"BIRCH GROVE SCHOOL FOR THE ARTS",0.813559322,0.101694915,0.661016949,"Osseo",0
"501",501,"Dtype 1 Dnum 279 Snum 672",0,1,644,9985.894883,"CREST VIEW ELEMENTARY",0.771428571,0.171428571,0.714285714,"Osseo",0
"502",502,"Dtype 1 Dnum 279 Snum 672",1,1,644.1,10659.36202,"CREST VIEW ELEMENTARY",0.771428571,0.171428571,0.714285714,"Osseo",0
"503",503,"Dtype 1 Dnum 279 Snum 672",2,1,644.3,10550.20208,"CREST VIEW ELEMENTARY",0.771428571,0.171428571,0.714285714,"Osseo",0
"504",504,"Dtype 1 Dnum 279 Snum 673",0,1,650.1,9985.894883,"WEAVER LAKE SCIENCE MATH & TECH SCH",0.466666667,0.16,0.32,"Osseo",0
"505",505,"Dtype 1 Dnum 279 Snum 673",1,1,654.1,10659.36202,"WEAVER LAKE SCIENCE MATH & TECH SCH",0.466666667,0.16,0.32,"Osseo",0
"506",506,"Dtype 1 Dnum 279 Snum 673",2,1,660.9,10550.20208,"WEAVER LAKE SCIENCE MATH & TECH SCH",0.466666667,0.16,0.32,"Osseo",0
"507",507,"Dtype 1 Dnum 279 Snum 675",0,1,648.9,9985.894883,"GARDEN CITY ELEMENTARY",0.774193548,0.225806452,0.677419355,"Osseo",0
"508",508,"Dtype 1 Dnum 279 Snum 675",1,1,645.5,10659.36202,"GARDEN CITY ELEMENTARY",0.774193548,0.225806452,0.677419355,"Osseo",0
"509",509,"Dtype 1 Dnum 279 Snum 675",2,1,647.8,10550.20208,"GARDEN CITY ELEMENTARY",0.774193548,0.225806452,0.677419355,"Osseo",0
"510",510,"Dtype 1 Dnum 279 Snum 678",0,1,646.9,9985.894883,"PALMER LAKE ELEMENTARY",0.755555556,0.1,0.644444444,"Osseo",0
"511",511,"Dtype 1 Dnum 279 Snum 678",1,1,649,10659.36202,"PALMER LAKE ELEMENTARY",0.755555556,0.1,0.644444444,"Osseo",0
"512",512,"Dtype 1 Dnum 279 Snum 678",2,1,647.8,10550.20208,"PALMER LAKE ELEMENTARY",0.755555556,0.1,0.644444444,"Osseo",0
"513",513,"Dtype 1 Dnum 279 Snum 679",0,1,647.4,9985.894883,"PARK BROOK ELEMENTARY",0.829268293,0.12195122,0.780487805,"Osseo",0
"514",514,"Dtype 1 Dnum 279 Snum 679",1,1,644,10659.36202,"PARK BROOK ELEMENTARY",0.829268293,0.12195122,0.780487805,"Osseo",0
"515",515,"Dtype 1 Dnum 279 Snum 679",2,1,647.1,10550.20208,"PARK BROOK ELEMENTARY",0.829268293,0.12195122,0.780487805,"Osseo",0
"516",516,"Dtype 1 Dnum 279 Snum 681",0,1,645.6,9985.894883,"ZANEWOOD COMMUNITY SCHOOL",0.90625,0.1875,0.875,"Osseo",0
"517",517,"Dtype 1 Dnum 279 Snum 681",1,1,645.5,10659.36202,"ZANEWOOD COMMUNITY SCHOOL",0.90625,0.1875,0.875,"Osseo",0
"518",518,"Dtype 1 Dnum 279 Snum 681",2,1,649.6,10550.20208,"ZANEWOOD COMMUNITY SCHOOL",0.90625,0.1875,0.875,"Osseo",0
"519",519,"Dtype 1 Dnum 279 Snum 684",0,1,656.4,9985.894883,"ELM CREEK ELEMENTARY",0.151898734,0.101265823,0.253164557,"Osseo",0
"520",520,"Dtype 1 Dnum 279 Snum 684",1,1,648.6,10659.36202,"ELM CREEK ELEMENTARY",0.151898734,0.101265823,0.253164557,"Osseo",0
"521",521,"Dtype 1 Dnum 279 Snum 684",2,1,655.9,10550.20208,"ELM CREEK ELEMENTARY",0.151898734,0.101265823,0.253164557,"Osseo",0
"522",522,"Dtype 1 Dnum 279 Snum 685",0,1,649.8,9985.894883,"RICE LAKE ELEMENTARY",0.277777778,0.055555556,0.277777778,"Osseo",0
"523",523,"Dtype 1 Dnum 279 Snum 685",1,1,653.5,10659.36202,"RICE LAKE ELEMENTARY",0.277777778,0.055555556,0.277777778,"Osseo",0
"524",524,"Dtype 1 Dnum 279 Snum 685",2,1,649.6,10550.20208,"RICE LAKE ELEMENTARY",0.277777778,0.055555556,0.277777778,"Osseo",0
"525",525,"Dtype 1 Dnum 279 Snum 689",0,1,660.9,9985.894883,"FERNBROOK ELEMENTARY",0.217391304,0.123188406,0.210144928,"Osseo",0
"526",526,"Dtype 1 Dnum 279 Snum 689",1,1,663.2,10659.36202,"FERNBROOK ELEMENTARY",0.217391304,0.123188406,0.210144928,"Osseo",0
"527",527,"Dtype 1 Dnum 279 Snum 689",2,1,661.3,10550.20208,"FERNBROOK ELEMENTARY",0.217391304,0.123188406,0.210144928,"Osseo",0
"528",528,"Dtype 1 Dnum 279 Snum 696",0,1,656.1,9985.894883,"OAK VIEW ELEMENTARY",0.413043478,0.18115942,0.369565217,"Osseo",0
"529",529,"Dtype 1 Dnum 279 Snum 696",1,1,649.1,10659.36202,"OAK VIEW ELEMENTARY",0.413043478,0.18115942,0.369565217,"Osseo",0
"530",530,"Dtype 1 Dnum 279 Snum 696",2,1,652.8,10550.20208,"OAK VIEW ELEMENTARY",0.413043478,0.18115942,0.369565217,"Osseo",0
"531",531,"Dtype 1 Dnum 279 Snum 86",1,1,654.2,10659.36202,"NORTH VIEW IB WORLD SCHOOL",0.782608696,0.173913043,0.565217391,"Osseo",0
"532",532,"Dtype 1 Dnum 279 Snum 86",2,1,651.7,10550.20208,"NORTH VIEW IB WORLD SCHOOL",0.782608696,0.173913043,0.565217391,"Osseo",0
"533",533,"Dtype 1 Dnum 280 Snum 37",0,1,647.1,10422.62287,"RICHFIELD MIDDLE",0.632850242,0.101449275,0.560386473,"Richfield",1
"534",534,"Dtype 1 Dnum 280 Snum 37",1,1,644.7,10838.53645,"RICHFIELD MIDDLE",0.632850242,0.101449275,0.560386473,"Richfield",1
"535",535,"Dtype 1 Dnum 280 Snum 37",2,1,649.6,10800.93409,"RICHFIELD MIDDLE",0.632850242,0.101449275,0.560386473,"Richfield",1
"536",536,"Dtype 1 Dnum 2805 Snum 20",0,1,663,8421.491962,"ZUMBROTA-MAZEPPA MIDDLE",0.111111111,0.061728395,0.222222222,"Zumbrota",1
"537",537,"Dtype 1 Dnum 2805 Snum 20",1,1,662,8545.298352,"ZUMBROTA-MAZEPPA MIDDLE",0.111111111,0.061728395,0.222222222,"Zumbrota",1
"538",538,"Dtype 1 Dnum 2805 Snum 20",2,1,663.2,8386.043494,"ZUMBROTA-MAZEPPA MIDDLE",0.111111111,0.061728395,0.222222222,"Zumbrota",1
"539",539,"Dtype 1 Dnum 281 Snum 40",0,1,653.2,11255.43784,"PLYMOUTH MIDDLE",0.3325,0.135,0.34,"Robbinsdale",1
